,P,Density,T,Name
5497,101.325,1157.4,298.15,"1,3-dimethylimidazolium thiocyanate"
5506,101.325,1631.2,298.15,1-(cyanomethyl)pyridin-1-ium bis((trifluoromethyl)sulfonyl)amide
5515,101.325,1537.8,298.15,1-(cyanomethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)imide
5524,101.325,1551.8,298.15,1-hexyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate
5533,101.325,1633.0,298.15,1-butylpyridinium trifluorotris(perfluoroethyl)phosphate
5606,101.0,1020.51,298.15,1-methyl-3-pentylimidazolium propanoate
5615,101.0,1035.27,298.15,3-butyl-1-methyl-1H-imidazolium propanoate
5624,101.0,1052.6,298.15,1-propyl-3-methylimidazolium propionate
5633,101.0,1007.35,298.15,1-hexyl-3-methylimidazolium propanoate
5695,101.325,1161.94,298.15,1-butyl-3-methyl-1H-imidazolium dimethylphosphate
5704,101.325,1220.0,298.15,1-ethyl-3-methylimidazolium dimethylphosphate
5758,101.325,979.7,298.15,"N,N-dibutyl-N-methyl-1-butanaminium L-lysinate"
5767,101.325,999.5,298.15,"N,N-dibutyl-N-methyl-1-butanaminium L-threoninate"
5776,101.325,1051.1,298.15,"N,N-dibutyl-N-methyl-1-butanaminium 2-aminoethanesulfonate"
5785,101.325,1015.7,298.15,"N,N-dibutyl-N-methylbutanaminium L-serinate"
5794,101.325,1033.7,298.15,tetrabutylphosphonium L-cysteinate
5803,101.325,992.5,298.15,tetrabutylphosphonium L-prolinate
5812,101.325,979.9,298.15,tetrabutylphosphonium L-threoninate
5821,101.325,967.5,298.15,tetrabutylphosphonium L-lysinate
5830,101.325,1026.8,298.15,tetrabutylphosphonium 2-aminoethanesulfonate
5839,101.325,992.3,298.15,tetrabutylphosphonium L-serinate
5858,101.33,1474.2,298.15,1-butyl-4-cyanopyridinium bis(trifluoromethylsulfonyl)imide
5874,101.0,1330.8,298.15,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide
5875,101.0,1330.8,298.15,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide
5911,101.325,1384.6,298.15,1-hexylpyridinium bis(trifluromethylsulfonyl)imide
5921,101.0,994.2,298.15,N-methyl-2-hydroxyethylammonium hexanoate
5947,101.0,1221.2,298.15,1-butyl-1-methylpyrrolidinium bromide
5957,101.0,1188.96,298.15,1-methyl-1-pentylpyrrolidinium bromide
5967,101.0,1260.0,298.15,1-methyl-1-propylpyrrolidinium bromide
5988,101.325,1188.5,298.15,1-butylpyridinium nitrate
6019,101.325,1146.1,298.15,3-ethyl-1-methylimidazolium (S)-2-hydroxypropanoate
6037,101.325,1288.23,298.15,"1-butyl-3,5-dimethyl-2-pentylpyridinium bis(trifluoromethylsulfonyl)imide"
6047,101.325,1323.9,298.15,"1-ethyl-3,5-dimethyl-2-pentylpyridinium bis(trifluoromethylsulfonyl)imide"
6057,101.325,1336.18,298.15,"1-hexyl-2,3,5-trimethylpyridinium bis(trifluoromethylsulfonyl)imide"
6067,101.325,1253.47,298.15,"1-hexyl-3,5-dimethyl-2-pentylpyridinium bis(trifluoromethylsulfonyl)imide"
6077,101.325,1310.42,298.15,"1-hexyl-2-ethyl-3,5-dimethylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
6089,101.325,1343.0,298.0,"4-(dimethylamino)-1-hexyl-pyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
6101,101.325,1417.0,298.15,1-(cyclohexylmethyl)-3-methyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide
6111,101.325,1493.0,298.15,1-benzyl-3-methyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide
6121,101.325,1434.0,298.15,"1,3-dibenzyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide"
6131,101.325,1482.0,298.15,3-methyl-1-(naphthalen-2-ylmethyl)-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide
6140,101.325,1372.3,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
6147,101.325,1097.8,298.15,1-ethyl-3-methylimidazolium acetate
6157,101.325,1102.0,298.15,1-ethyl-3-methylimidazolium dicyanamide
6187,101.325,1364.0,298.15,1-butyl-3-methylimidazolium hexafluorophosphate
6197,101.0,1181.3,298.15,1-ethyl-1-methylpiperidinium ethyl sulfate
6207,101.0,1252.3,298.15,4-ethyl-4-methylmorpholinium ethyl sulfate
6238,101.325,1145.6,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate
6249,101.325,1428.3,298.2,"2,3,5-trimethyl-1-propyl-1H-pyrazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
6257,101.325,1429.6,298.2,"N,N,N-trimethylpropanaminium bis((trifluoromethyl)sulfonyl)amide"
6267,101.325,1325.0,298.15,1-octyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
6277,101.325,1365.95,298.23,1-butyl-3-methylimidazolium hexafluorophosphate
6360,101.325,1436.8,298.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
6367,101.325,1166.7,298.15,1-butyl-1-methylpyrrolidinium methyl sulfate
6377,101.325,1252.0,298.15,1-ethylpyridinium ethyl sulfate
6387,101.325,1222.3,298.15,1-ethyl-3-methylpyridinium ethylsulfate
6397,101.325,1008.8,298.15,1-methyl-3-octylimidazolium chloride
6407,101.325,1039.7,298.15,1-hexyl-3-methylimidazolium chloride
6417,101.325,1590.0,298.15,1-(2-amino-2-oxoethyl)-3-(4-(3-(2-amino-2-oxoethyl)-1H-imidazol-3-ium-1-yl)butyl)-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide
6439,101.325,1639.0,298.15,1-ethyl-3-methylimidazolium tetrachloroindate
6460,101.325,1183.0,298.15,1-butyl-3-methyl-1H-imidazolium (S)-2-amino-3-carboxypropanoate
6472,101.325,1245.9,298.15,1-heptyl-3-methylimidazolium bromide
6485,101.325,1263.0,298.15,1-ethyl-3-methylimidazolium methylsulfate
6494,101.325,1844.6,298.15,1-pentylpyridinium tetraoxorhenate
6507,101.325,1397.1,298.0,"n-butyl-4-(n',n'-dimethylammonium)pyridinium bis(trifluoromethylsulfonyl)imid"
6549,101.325,1144.1,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate
6560,101.325,1235.7,298.15,1-propyl-3-methylimidazolium tetrafluoroborate
6571,101.325,1280.0,298.15,1-ethyl-3-methylimidazolium tetrafluoroborate
6582,101.325,1518.74,298.15,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
6593,101.325,1372.0,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
6604,101.325,1394.66,298.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
6615,101.325,1299.63,298.15,1-butyl-3-methylimidazolium trifluoromethanesulfonate
6626,101.325,1414.76,298.15,"1-butyl-3-methylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
6637,101.325,1447.94,298.15,3-methyl-1-propylpyridinium bis(trifluoromethylsulfonyl)imide
6648,101.325,1488.5,298.15,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
6659,101.325,1028.5,298.15,1-hexyl-3-methylimidazolium dicyanamide
6670,101.325,1060.46,298.15,1-butyl-3-methylimidazolium dicyanamide
6681,101.325,1252.71,298.15,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate
6714,101.325,1006.11,298.15,N-methyl-2-oxopyrrolidinium butanoate
6725,101.325,1046.06,298.15,N-methyl-2-oxopyrrolidinium acetate
6736,101.325,1027.86,298.15,N-methyl-2-oxopyrrolidinium propionate
6747,101.325,1071.66,298.15,N-methyl-2-oxopyrrolidinium formate
6758,101.325,990.01,298.15,N-methyl-2-oxopyrrolidinium pentanoate
6769,101.325,978.81,298.15,N-methyl-2-oxopyrrolidinium hexanoate
6779,101.325,1291.0,298.15,1-methyl-1-octylpyrrolidinium bis(trifluoromethylsulfonyl)amide
6803,101.325,1538.0,298.15,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide
6813,101.325,1292.9,298.15,1-hexyl-3-methylimidazolium hexafluorophosphate
6824,101.325,1550.1,298.15,1-hexyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate
6834,101.325,1212.8,298.15,1-butyl-3-methylimidazolium trifluoroacetate
6878,101.325,1394.0,298.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
6901,101.325,1365.7,298.15,1-butyl-3-methylimidazolium hexafluorophosphate
6912,101.325,1437.9,298.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
6923,101.325,1201.1,298.15,1-butyl-3-methylimidazolium tetrafluoroborate
6934,101.325,1364.1,298.15,1-butyl-3-methylimidazolium hexafluorophosphate
6945,101.325,1200.0,298.15,1-butyl-3-methylimidazolium tetrafluoroborate
6956,101.325,1517.9,298.15,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
7024,101.325,1201.4,298.15,1-butyl-3-methylimidazolium tetrafluoroborate
7046,101.325,1394.51,298.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
7055,101.325,1488.54,298.15,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
7066,101.325,1505.35,298.15,1-ethyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
7077,101.325,1535.84,298.15,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide
7088,101.325,1486.67,298.15,1-ethyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
7110,101.325,1474.44,298.15,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide
7121,101.325,1284.7,298.15,2-ethyl-1-methylpyridinium methyl sulfate
7132,101.325,1302.5,298.15,"1,3-dimethylpyridinium methyl sulfate"
7143,101.325,1344.8,298.15,1-methylpyridinium methylsulfate
7154,101.325,1220.2,298.15,"1,2-diethylpyridinium ethylsulfate"
7165,101.325,1008.8,298.15,tributylethylphosphonium diethylphosphate
7176,101.325,1058.5,298.15,tributylmethylphosphonium methyl sulfate
7187,101.325,924.4,298.15,tributyloctylphosphonium chloride
7198,101.325,986.9,298.15,propylammonium acetate
7209,101.325,993.5,298.15,propylammonium formate
7220,101.325,886.5,298.14,"N-methyl-N,N-dioctyl-1-octanaminium chloride"
7231,101.325,912.3,298.14,"N-methyl-N,N,N-trioctylammonium nitrate"
7243,101.325,1202.0,298.1,1-butyl-3-methylimidazolium methylsulfate
7254,101.325,1146.0,298.1,1-hexyl-3-methylimidazolium tetrafluoroborate
7265,101.325,1517.0,298.1,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
7285,101.325,1273.4,298.15,"1,2,3-tris(diethylamino)-cyclopropenylium bis(trifluoromethylsulfonyl)imide"
7301,101.325,1434.1,298.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
7313,101.325,1435.7,298.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
7323,101.325,1035.9,298.15,(S)-2-(isobutoxycarbonyl)pyrrolidinium dodecyl sulfate
7335,101.325,1026.1,298.15,(S)-1-isopropoxy-3-methyl-1-oxobutan-2-aminium dodecyl sulfate
7347,101.325,1041.8,298.15,(S)-1-isobutoxy-1-oxopropan-2-aminium dodecyl sulfate
7359,101.325,1046.9,298.15,"L-alanine, 1-methylethyl ester, dodecyl sulfate (1:1)"
7371,101.325,1050.3,298.15,"(S)-1,5-diisopropoxy-1,5-dioxopentan-2-aminium dodecyl sulfate"
7383,101.325,1046.8,298.15,(S)-2-(isopropoxycarbonyl)pyrrolidin-1-ium dodecyl sulfate
7396,101.325,1036.4,298.15,1-ethyl-3-methylimidazolium tetracyanoborate
7408,101.325,1477.0,298.15,1-methyl-3-hexylimidazolium chloroindium
7417,101.325,1191.5,298.15,"2-hydroxy-N,N,N-trimethylethanaminium L-serinate"
7429,101.325,1121.0,298.15,"2-hydroxy-N,N,N-trimethylethanaminiume L-prolinate"
7441,101.325,1112.9,298.15,"2-hydroxy-N,N,N-trimethylethanaminium L-alaninate"
7453,101.325,1145.2,298.15,"2-hydroxy-N,N,N-trimethylethanaminium glycinate"
7465,101.325,1120.3,298.15,"2-hydroxy-N,N,N-trimethylethanaminium .beta.-alaninate"
7503,101.325,1280.81,298.15,1-ethyl-3-methylimidazolium methylsulfate
7525,101.325,1202.7,298.15,1-(2-cyanoethyl)-3-(phenylmethyl)-1H-imidazolium chloride
7539,101.325,1008.27,298.15,1-methyl-3-octyl-1H-imidazolium thiocyanate
7553,101.325,1427.9,298.15,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
7576,101.325,1418.0,298.15,3-(2-(butylamino)-2-oxoethyl)-1-ethyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide
7588,101.325,1492.0,298.15,1-ethyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
7600,101.325,1418.7,298.15,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
7612,101.325,1387.7,298.15,1-hexylpyridinium bis(trifluromethylsulfonyl)imide
7624,101.325,1421.0,298.15,1-pentylpyridinium bis(trifluoromethylsulfonyl)amide
7636,101.325,1709.3,298.15,1-ethyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate
7645,101.325,1570.0,298.15,"1,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide"
7658,101.325,1281.0,298.15,pyridinium ethoxyethylsulfate
7671,101.325,1008.3,298.15,1-methyl-3-octyl-1H-imidazolium thiocyanate
7682,101.325,1013.4,298.15,1-butyl-1-methylpyrrolidinium dicyanamide
7683,101.325,1013.5,298.15,1-butyl-1-methylpyrrolidinium dicyanamide
7695,101.325,1237.6,298.15,1-ethyl-3-methylimidazolium ethyl sulfate
7718,101.325,1042.7,298.15,3-(2-cyanoethyl)-1-octyl-1H-imidazol-3-ium chloride
7731,101.325,1074.1,298.15,3-(2-cyanoethyl)-1-hexyl-1H-imidazol-3-ium chloride
7744,101.325,1105.3,298.15,3-butyl-1-(2-cyanoethyl)-1H-imidazol-3-ium chloride
7757,101.325,1244.6,298.15,3-(2-cyanoethyl)-1-hexyl-1H-imidazolium 3-sulfobenzoate
7770,101.325,1285.7,298.15,3-(2-cyanoethyl)-1-hexyl-1H-imidazolium trifluoromethanesulfonate
7783,101.325,1089.0,298.15,"1-(2-cyanoethyl)-3-hexyl-1H-imidazol-3-ium 1,4-bis((2-ethylhexyl)oxy)-1,4-dioxobutane-2-sulfonate"
7796,101.325,1097.8,298.15,3-(2-cyanoethyl)-1-hexyl-1H-imidazolium dodecyl sulfate
7809,101.325,1222.7,298.15,3-(2-cyanoethyl)-1-hexyl-1H-imidazolium benzenesulfonate
7822,101.325,1176.6,298.15,3-(2-cyanoethyl)-1-octyl-1H-imidazolium bromide
7835,101.325,1229.0,298.15,3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide
7848,101.325,1304.7,298.15,1-butyl-3-(2-cyanoethyl)-1H-imidazolium bromide
7861,101.325,1182.8,298.15,3-(2-cyanoethyl)-1-octyl-1H-imidazol-3-ium 3-sulfobenzoate
7874,101.325,1205.2,298.15,3-(2-cyanoethyl)-1-octylimidazolium benzenesulfonate
7887,101.325,1229.4,298.15,3-(2-cyanoethyl)-1-octyl-1H-imidazol-3-ium trifluoromethanesulfonate
7900,101.325,1081.7,298.15,3-(2-cyanoethyl)-1-octylimidazolium decylsulfate
7913,101.325,1110.5,298.15,1-butyl-3-propanenitrile imidazolium dioctysulfosuccinate
7926,101.325,1050.4,298.15,3-(2-cyanoethyl)-1-decylimidazolium dodecylsulfate
7939,101.325,1035.8,298.15,1-decyl-3-propanenitrile imidazolium dioctysulfosuccinate
7952,101.325,1133.5,298.15,3-(2-cyanoethyl)-1-decylimidazolium 3-sulfobenzoate
7965,101.325,1332.4,298.15,1-butyl-3-propanenitrile imidazolium trifluoromethanesulfonate
7978,101.325,1236.8,298.15,1-butyl-3-(2-cyanoethyl)-1H-imidazolium benzenesulfonate
7991,101.325,1123.2,298.15,1-butyl-3-(2-cyanoethyl)-1H-imidazol-3-ium dodecyl sulfate
8007,101.325,1422.6,298.15,"1-butyl-3-methylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
8021,101.325,1059.3,298.15,1-butyl-3-methylimidazolium dicyanamide
8034,101.325,1013.4,298.15,1-butyl-1-methylpyrrolidinium dicyanamide
8044,101.325,1123.0,298.13,N-ethyl-N-methylpyrrolidinium ethylphosphonate
8057,101.325,1060.7,298.13,N-hexyl-N-methylpyrrolidinium hexylphosphonate
8070,101.325,1053.61,298.13,1-butyl-1-methylpiperidin-1-ium butyl phosphonate
8083,101.325,1118.7,298.13,4-butyl-4-methylmorpholin-4-ium butylphosphonate
8096,101.325,1081.6,298.13,1-butyl-1-methylpyrrolidin-1-ium butyl phosphonate
8109,101.325,1020.0,298.13,4-hexyl-4-methylmorpholin-4-ium hexylphosphonate
8122,101.325,1161.6,298.13,4-ethyl-4-methylmorpholin-4-ium ethylphosphonate
8135,101.325,969.4,298.13,1-methyl-1-octylpiperidin-1-ium octyl phosphonate
8148,101.325,1013.1,298.13,1-hexyl-1-methylpiperidin-1-ium hexylphosphonate
8161,101.325,1094.1,298.13,1-ethyl-1-methylpiperidin-1-ium ethyl phosphonate
8174,101.325,989.1,298.13,N-methyl-N-octylpyrrolidinium octylphosphonate
8187,101.325,978.1,298.13,4-methyl-4-octylmorpholin-4-ium octylphosphonate
8199,101.325,1447.6,298.15,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide
8212,101.325,1248.8,298.15,1-dodecylpyridinium bis(trifluoromethylsulfonyl)imide
8225,101.325,1326.8,298.15,1-octylpyridinium bis((trifluoromethyl)sulfonyl)amide
8238,101.325,1283.5,298.15,1-decylpyridinium bis(trifluoromethylsulfonyl)imide
8264,101.325,1258.5,298.15,1-butyl-3-methylimidazolium perchlorate
8277,101.325,1220.1,298.15,1-butyl-3-methylimidazolium hydrogen sulfate
8290,101.325,1434.3,298.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
8303,101.325,1394.6,298.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
8316,101.325,1453.6,298.15,1-ethyl-3-methylpyridinium perfluoropentanoate
8331,101.325,1327.2,298.15,"1,3-dimethylimidazolium methylsulfate"
8342,101.325,1193.2,298.15,1-octyl-3-methylimidazolium trifluoromethanesulfonate
8359,101.0,1513.2,298.15,1-butyl-3-methylimidazolium bis(perfluoroethylsulfonyl)imide
8372,101.0,1357.2,298.15,1-butyl-3-methylimidazolium bis(fluoroethylsulfonyl)imide
8381,101.325,1129.4,298.15,3-butyl-1-(2-cyanoethyl)-1H-imidazol-3-ium chloride
8394,101.325,1255.0,298.15,1-(2-cyanoethyl)-3-(2-hydroxyethyl)-1H-imidazolium chloride
8407,101.325,1170.8,298.15,3-allyl-1-(2-cyanoethyl)-1H-imidazolium chloride
8420,101.325,1015.7,298.15,"2-hydroxy-N,N,N-trimethylethanaminium hexanoate"
8433,101.325,1046.5,298.15,choline butanoate
8446,101.325,1071.5,298.15,"choline, propionate"
8459,101.325,1155.1,298.15,1-ethyl-3-methyl-1H-imidazolium L-prolinate
8472,101.325,1154.7,298.15,1-ethyl-3-methylimidazolium ammonioacetate
8485,101.325,1195.2,298.15,3-ethyl-1-methyl-1H-imidazolium L-serinate
8498,101.325,1136.1,298.15,1-ethyl-3-methylimidazolium L-alaninate
8526,101.325,1156.5,298.15,1-butyl-3-methylimidazolium nitrate
8541,101.325,1589.51,298.15,1-(2-hydroxyethyl)-pyridinium bis(trifluoromethylsulfonyl)imide
8554,101.325,1036.31,298.15,1-ethyl-3-methylimidazolium tetracyanoborate
8567,101.325,1391.1,298.15,"N-ethyl-2-(2-methoxyethoxy)-N,N-dimethylethanaminium bis(trifluoromethylsulfonyl)imide"
8580,101.325,1291.0,298.15,"N-ethyl-N,N-dimethylheptanaminium bis((trifluoromethyl)sulfonyl)amide"
8593,101.325,1341.4,298.15,"N,N-dimethyl-N-ethyl-N-pentylammonium bis(trifluoromethylsulfonyl)"
8606,101.325,1458.7,298.15,"2-(acetyloxy)-N-ethyl-N,N-dimethylethanaminium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
8641,101.325,1139.9,298.15,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate"
8654,101.325,1146.1,298.15,3-ethyl-1-methylimidazolium (S)-2-hydroxypropanoate
8680,101.325,1422.3,298.15,3-(2-aminoethyl)-1-methyl-1H-imidazolium tetrafluoroborate
8693,101.325,1354.6,298.15,1-(3-aminopropyl)-3-methyl-1H-imidazolium tetrafluoroborate
8706,101.325,1561.9,298.15,1-(2-aminoethyl)-3-methyl-1H-imidazolium hexafluorophosphate(V)
8719,101.325,1496.0,298.15,3-(3-aminopropyl)-1-methyl-1H-imidazolium hexafluorophosphate(V)
8734,101.325,1214.1,298.15,1-butyl-3-methylimidazolium tetrafluoroborate
8747,101.325,1103.0,298.15,1-methyl-3-octylimidazolium tetrafluoroborate
8760,101.325,1367.9,298.15,1-butyl-3-methylimidazolium hexafluorophosphate
8771,101.325,1242.3,298.15,1-ethyl-3-methylimidazolium ethyl sulfate
8784,101.325,1519.2,298.15,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
8797,101.325,1437.7,298.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
8811,101.325,1061.7,298.15,2-octylisoquinolinium thiocyanate
8823,101.325,1298.8,298.22,1-butyl-3-methylimidazolium trifluoromethanesulfonate
8836,101.325,1298.7,298.09,1-butyl-3-methylimidazolium trifluoromethanesulfonate
8849,101.325,1239.3,298.12,1-hexyl-3-methylimidazolium trifluoromethanesulfonate
8862,101.325,1283.0,298.14,1-ethyl-3-methylimidazolium tetrafluoroborate
8875,101.325,1314.0,298.15,"1,3-dimethylimidazolium methoxyethylsulfate"
8888,101.325,1328.0,298.15,"1,3-dimethylimidazolium methylsulfate"
8915,101.325,1101.2,298.15,1-ethyl-3-methylimidazolium acetate
8928,101.325,1155.1,298.15,1-methylimidazolium acetate
8941,101.325,1127.6,298.15,"1,3-dimethylimidazolium acetate"
8957,101.325,1201.3,298.15,1-butyl-3-methylimidazolium tetrafluoroborate
8970,101.325,1236.8,298.15,1-octyl-3-methylimidazolium hexafluorophosphate
8979,101.325,1204.0,298.15,3-ethyl-1-methyl-1H-imidazolium L-serinate
8992,101.325,1123.0,298.15,1-ethyl-3-methylimidazolium L-alaninate
9005,101.325,1252.0,298.15,1-ethyl-3-methylimidazolium taurinate
9018,101.325,1161.0,298.15,1-ethyl-3-methylimidazolium ammonioacetate
9031,101.325,1142.8,298.15,1-ethyl-3-methyl-1H-imidazolium L-prolinate
9044,101.0,1081.0,298.15,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide
9121,101.325,1175.4,298.75,1-butyl-3-methylimidazolium 2-(2-methoxyethoxy)ethyl sulfate
9137,101.325,1052.63,298.15,1-butyl-3-methylimidazolium acetate
9150,101.325,1098.26,298.15,1-ethyl-3-methylimidazolium acetate
9160,101.0,1046.2,298.15,1-butyl-3-methylimidazolium tricyanomethane
9178,101.325,1208.7,298.15,1-butyl-3-methylimidazolium tetrafluoroborate
9192,101.325,1556.0,298.15,1-butyl-3-methylimidazolium tetrachloroindate
9216,101.325,1384.09,298.21,1-hexyl-3-methylimidazolium iodide
9234,101.325,1205.8,298.15,1-butyl-3-methylimidazolium methylsulfate
9248,101.325,1067.6,298.15,1-butyl-3-methylimidazolium octyl sulfate
9262,101.325,1009.6,298.15,1-methyl-3-octylimidazolium chloride
9274,101.325,1434.3,298.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
9288,101.325,1230.2,298.15,1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide
9302,101.325,1193.39,298.15,1-octyl-3-methylimidazolium trifluoromethanesulfonate
9316,101.325,1448.2,298.15,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide
9330,101.325,1320.54,298.15,1-octyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
9343,101.325,1097.83,298.15,1-ethyl-3-methylimidazolium acetate
9374,101.325,898.9,298.15,tetradecyl(trihexyl)phosphonium dicyanamide
9388,101.325,1394.6,298.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
9402,101.325,1212.2,298.15,1-butyl-3-methylimidazolium methylsulfate
9416,101.325,1367.0,298.15,1-butyl-3-methylimidazolium hexafluorophosphate
9430,101.325,1235.7,298.15,1-octyl-3-methylimidazolium hexafluorophosphate
9441,101.325,1350.13,298.15,1-methyl-1-pentylpiperidinium bis(trifluoromethanesulfonyl)imide
9455,101.325,1325.41,298.15,1-hexyl-1-methylpiperidinium bis(trifluoromethanesulfonyl)imide
9472,101.325,1335.0,298.14,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide
9570,101.325,1437.3,298.2,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
9581,101.325,1370.0,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
9596,101.0,1201.3,298.15,1-butyl-3-methylimidazolium tetrafluoroborate
9597,101.0,1201.4,298.15,1-butyl-3-methylimidazolium tetrafluoroborate
9613,101.325,1293.2,298.15,1-hexyl-3-methylimidazolium hexafluorophosphate
9628,101.325,1103.7,298.15,1-methyl-3-octylimidazolium tetrafluoroborate
9641,101.325,1367.5,298.15,1-butyl-3-methylimidazolium hexafluorophosphate
9656,101.325,1394.4,298.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
9710,101.325,1236.24,298.15,1-ethyl-3-methylimidazolium ethyl sulfate
9722,101.325,1411.4,298.15,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide
9736,101.325,1380.8,298.15,1-butyl-1-methylpiperidinium bis(trifluoromethanesulfonyl)imide
9750,101.325,1414.9,298.15,"1-butyl-3-methylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
9764,101.325,1448.8,298.15,3-methyl-1-propylpyridinium bis(trifluoromethylsulfonyl)imide
9776,101.325,1021.2,298.15,1-butyl-1-methylpyrrolidinium acetate
9791,101.325,1201.0,298.2,1-butyl-3-methylimidazolium tetrafluoroborate
9806,101.325,1367.8,298.2,1-butyl-3-methylimidazolium hexafluorophosphate
9823,101.325,1376.0,298.15,1-methyl-3-pentylimidazolium gallium tetrachloride
9838,101.325,1511.0,298.15,1-methyl-3-pentylimidazolium tetrachloroindate
9853,101.325,1213.3,298.15,1-methyl-3-pentylimidazolium aluminum tetrachloride
9864,101.325,1547.1,298.18,1-methyl-3-propylimidazolium iodide
9881,101.325,1280.5,298.15,1-ethyl-3-methylimidazolium tetrafluoroborate
9896,101.325,1707.9,298.15,1-ethyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate
9911,101.325,1028.9,298.15,1-ethyl-3-methylimidazolium tetracyanoborate
9926,101.325,1115.5,298.15,1-ethyl-3-methylimidazolium thiocyanate
9941,101.325,1367.4,298.15,1-ethyl-3-methylimidazolium hydrogen sulfate
9956,101.325,1241.6,298.15,1-ethyl-3-methylimidazolium methanesulfonate
9971,101.325,1237.6,298.15,1-ethyl-3-methylimidazolium ethyl sulfate
